epoch;loss;mae;val_loss;val_mae
0;0.41415658593177795;0.5190771818161011;0.3723084628582001;0.4906948506832123
1;0.41415658593177795;0.5190771818161011;0.3723084628582001;0.4906948506832123
0;0.07799456268548965;0.22831574082374573;0.12355661392211914;0.30865779519081116
1;0.07799456268548965;0.22831574082374573;0.12355661392211914;0.30865779519081116
0;0.19990108907222748;0.38070160150527954;0.19775225222110748;0.38305917382240295
1;0.19990108907222748;0.38070157170295715;0.19775225222110748;0.38305917382240295
0;0.33624809980392456;0.4535244405269623;0.3399498462677002;0.458361953496933
1;0.33624809980392456;0.4535244107246399;0.3399498462677002;0.458361953496933
0;0.1488739550113678;0.3037576377391815;0.1514180600643158;0.3091660141944885
1;0.1488739550113678;0.3037576377391815;0.1514180600643158;0.3091660141944885
0;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
1;0.3295196294784546;0.4269014298915863;0.3527524769306183;0.4510042667388916
2;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
3;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
4;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
5;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
6;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
7;0.3295196294784546;0.4269014298915863;0.3527524769306183;0.4510042667388916
8;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
9;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
10;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
11;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
12;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
13;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
14;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
15;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
16;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
17;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
18;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
19;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
20;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
21;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
22;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
23;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
24;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
25;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
26;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
27;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
28;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
29;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
30;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
31;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
32;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
33;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
34;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
35;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
36;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
37;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
38;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
39;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
40;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
41;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
42;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
43;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
44;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
45;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
46;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
47;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
48;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
49;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
50;0.329519659280777;0.4269014298915863;0.3527524769306183;0.4510042667388916
